           t;          pp;         Mop;          Ms;         nsr;          ns
   3.0500000; 175.4690362;  14.5451898;  14.5444511; 600.0000000; 600.0462088
   3.0600000; 175.4691450;  14.5451988;  14.5446582; 600.0000000; 600.0212076
   3.0700000; 175.4758950;  14.5457584;  14.5452067; 600.0000000; 599.9989910
   3.0800000; 175.4826450;  14.5463179;  14.5459996; 600.0000000; 599.9821927
   3.0900000; 175.4944312;  14.5472949;  14.5469505; 600.0000000; 599.9683915
   3.1000000; 175.5062174;  14.5482719;  14.5480711; 600.0000000; 599.9575991
   3.1100000; 175.5079275;  14.5484137;  14.5487736; 600.0000000; 599.9629861
   3.1200000; 175.5096376;  14.5485554;  14.5488955; 600.0000000; 599.9769918
   3.1300000; 175.4942027;  14.5472760;  14.5482108; 600.0000000; 600.0055108
   3.1400000; 175.4787679;  14.5459965;  14.5466700; 600.0000000; 600.0374016
   3.1500000; 175.5016503;  14.5478933;  14.5465490; 600.0000000; 600.0151006
   3.1600000; 175.5245326;  14.5497901;  14.5485477; 600.0000000; 599.9624959
   3.1700000; 175.5758099;  14.5540406;  14.5521291; 600.0000000; 599.8947039
   3.1800000; 175.6270872;  14.5582912;  14.5570501; 600.0000000; 599.8321759
   3.1900000; 175.6298661;  14.5585215;  14.5600905; 600.0000000; 599.8499176
   3.2000000; 175.6326450;  14.5587519;  14.5603191; 600.0000000; 599.9132018
   3.2100000; 175.5940652;  14.5555539;  14.5582461; 600.0000000; 600.0046281
   3.2200000; 175.5554853;  14.5523559;  14.5541586; 600.0000000; 600.0929107
   3.2300000; 175.5482589;  14.5517569;  14.5512072; 600.0000000; 600.1089108
   3.2400000; 175.5410326;  14.5511578;  14.5502847; 600.0000000; 600.0789964
   3.2500000; 175.5614512;  14.5528504;  14.5510737; 600.0000000; 600.0213965
   3.2600000; 175.5818698;  14.5545430;  14.5533142; 600.0000000; 599.9623449
   3.2700000; 175.5862610;  14.5549070;  14.5550340; 600.0000000; 599.9454861
   3.2800000; 175.5906523;  14.5552710;  14.5556649; 600.0000000; 599.9570258
